,food_com,food_sci,synonyms_open_tree_of_life,synonyms_wiki_search,synonyms_ncbi,synonyms_all_sources
785084,,streptomyces_griseorubiginosus,Actinomyces griseorubiginosus; Streptomyces griseirubiginosus; Streptomyces phaeopurpureus; Streptomyces phaeoviridis,,"Actinomyces griseorubiginosus; Streptomyces phaeopurpureus; Streptomyces phaeoviridis; Streptomyces griseirubiginosus; ""Actinomyces griseorubiginosus"" Ryabova and Preobrazhenskaya 1957 in Gauze et al. 1957; Streptomyces griseorubiginosus (Ryabova and Preobrazhenskaya 1957) Pridham et al. 1958 (Approved Lists 1980); Streptomyces griseorubiginosus (Ryabova and Preobrazhenskaya 1957) Pridham et al. 1958 emend. Nouioui et al. 2018; Streptomyces phaeopurpureus Shinobu 1957 (Approved Lists 1980) emend. Lanoot et al. 2004; Streptomyces phaeopurpureus Shinobu 1957 emend. Lanoot et al. 2004 emend. Nouioui et al. 2018; Streptomyces phaeoviridis Shinobu 1957 (Approved Lists 1980); ATCC 23627; ATCC 23946; ATCC 23947; ATCC 25459; ATCC:23627; ATCC:23946; ATCC:23947; ATCC:25459; BCCM/LMG:19941; BCRC 12124; BCRC 13754; BCRC:12124; BCRC:13754; CBS 692.69; CBS 930.68; CBS:692.69; CBS:930.68; CCRC 12124; CCRC 13754; CCRC:12124; CCRC:13754; DSM 40125; DSM 40469; DSM:40125; DSM:40469; HAMBI 950; HAMBI:950; IFO 12899; IFO 12900; IFO 13047; IFO 3930; IFO:12899; IFO:12900; IFO:13047; IFO:3930; INA 7712; INA:7712; ISP 5125; ISP 5469; ISP:5125; ISP:5469; JCM 4101; JCM 4481; JCM 4660; JCM 4661; JCM:4101; JCM:4481; JCM:4660; JCM:4661; KCTC 9764; KCTC:9764; LMG 19941; LMG:19941; NBRC 12899; NBRC 12900; NBRC 13047; NBRC 3930; NBRC:12899; NBRC:12900; NBRC:13047; NBRC:3930; NCIMB 9832; NCIMB:9832; NRRL B-12384; NRRL B-2258; NRRL B-2260; NRRL-ISP 5125; NRRL-ISP 5469; NRRL-ISP:5125; NRRL-ISP:5469; NRRL:B-12384; NRRL:B-2258; NRRL:B-2260; NRRL:B:2258; RIA 1128; RIA 1239; RIA:1128; RIA:1239; VKM Ac-1203; VKM:Ac-1203; culture-collection:NRRL:B:12384; culture-collection:NRRL:B:2260",
785087,,pseudoalteromonas_carrageenovora,Alteromonas carrageenovora,,Alteromonas carrageenovora; Pseudoalteromonas carrageenovora (Akagawa-Matsushita et al. 1992) Gauthier et al. 1995; ATCC 43555; ATCC:43555; CIP 103674; CIP:103674; DSM 6820; DSM:6820; IAM 12662; IAM:12662; IFO 12985; IFO:12985; JCM 8851; JCM:8851; NBRC 12985; NBRC:12985; NCIMB 302; NCIMB:302,
785091,,haliotis_sp.,,Haliotis spadicea,,
785092,,marinomonas_sp.,,,,
785094,,cystoseira_tamariscifolia,Cystoseira ericoides; Cystoseira ericoides divaricata; Cystoseira ericoides laevis; Cystoseira selaginoides; Fucus ericoides; Fucus selaginoides; Fucus tamariscifolius,Carpodesmia tamariscifolia,"Cystoseira tamariscifolia; Fucus tamariscifolius; Carpodesmia tamariscifolia (Hudson) Orellana & Sansón, 2019; Cystoseira tamariscifolia (Hudson) Papenfuss, 1950; Fucus tamariscifolius Hudson, 1762",
785097,,patella_vulgata,Patella conica; Patella hypsilotera; Patella radiata; Patella servaini; Patella vulgata aurea; Patella vulgata communis; Patella vulgata elevata; Patella vulgata major; Patella vulgata secernenda,Common limpet,"common limpet; Patella vulgata Linnaeus, 1758",
785100,,colubrina_trichocarpa,,,,
785111,,panax_pseudo-ginseng,,,,
785671,,marah_macrocarpa,Echinocystis macrocarpa; Marah macrocarpus; Marah macrocarpus macrocarpus; Megarrhiza californica; Megarrhiza macrocarpa; Micrampelis macrocarpa,,"Echinocystis macrocarpa; Marah macrocarpus; Megarrhiza macrocarpa; Cucamonga manroot; Echinocystis macrocarpa Greene, 1885; Marah macrocarpa (Greene) Greene, 1910; Megarrhiza macrocarpa (Greene) Tidestr., 1935",
786240,,lippia_citriodora,"Aloysia citridora; Aloysia citriodora; Aloysia sleumeri; Aloysia triphylla; Aloysia triphylla serrulata; Aloysia triphylla, nom. illeg.; Cordia microcephala; Lippia citriodora; Lippia citrodora; Lippia triphylla; Verbena citriodora; Verbena citrodora; Verbena fragrans; Verbena triphylla; Zappania citriodora; Zappania citrodora; non Aloysia triphylla Royle",Aloysia citriodora,,
786242,,pelargonium_citronellum,,,"Pelargonium citronellum J.J.A.van der Walt, 1983",
786352,perny's_holly,ilex_pernyi,,,"Perny's holly; Ilex pernyi Franch., 1883",
786353,,boletus_radicans,Boletus albidus; Boletus albidus subsp. albidus; Boletus albidus subsp. eupachypus; Boletus albidus var. communis; Boletus albidus var. constrictus; Boletus amarus; Boletus candicans; Boletus pachypus; Boletus pachypus var. amarus; Boletus pachypus var. candicans; Boletus pachypus var. pachypus; Boletus pachypus var. vitellinus; Boletus radicans f. radicans; Boletus radicans f. sanguineipes; Boletus radicans var. pachypus; Boletus radicans var. radicans; Boletus reticulatus var. albus; Boletus subtomentosus var. radicans; Boletus vitellinus; Dictyopus pachypus; Versipellis radicans,rooting bolete; whitish bolete; Boletus pachypus; Boletus sanguineipes; Suillus amarus; Boletus amarus; Suillus radicans; Boletus pachypus var. amarus; Boletus albidus subsp. eupachypus; Boletus albidus var. communis; Boletus albidus var. constrictus; Boletus radicans var. pachypus; Versipellis radicans; Dictyopus amarus; Dictyopus pachypus,"Boletus radicans; Boletus radicans Pers., 1801; Caloboletus radicans (Pers.) Vizzini, 2014; Amaroboletus radicans",
787128,,actinosynnema_mirum,,,Actinosynnema mirum Hasegawa et al. 1978 (Approved Lists 1980) emend. Nouioui et al. 2018; ATCC 29888; ATCC:29888; DSM 43827; DSM:43827; IFO 14064; IFO:14064; IMRU 3971; IMRU:3971; JCM 3225; JCM:3225; NBRC 14064; NBRC:14064; NRRL B-12336; NRRL:B-12336; VKM Ac-843; VKM:Ac-843; culture-collection:NRRL:B:12336,
787130,,stigmatella_aurantiaca,Chondromyces aurantiacus,,"Chondromyces aurantiacus; ""Chondromyces aurantiacus"" (Berkeley and Curtis) Thaxter 1892; Stigmatella aurantiaca Berkeley and Curtis 1875; ATCC 25190; ATCC:25190; DSM 17044; DSM:17044",
787691,canola,brassica_napus_var._napus,Brassica napus subsp. napus; Brassica napus subsp. oleifera; Brassica napus var. oleifera,,Brassica napus subsp. napus; Brassica napus subsp. oleifera; Brassica napus var. oleifera; canola; annual rape; Brassica napus var. napus Delile; Brassica napus var. oleifera Delile,
787692,turnip,brassica_rapa_subsp._rapa,Brassica campestris ssp. rapifera; Brassica rapa (Rapa Group); Brassica rapa (Rapifera Group); Brassica rapa subsp. rapifera; Brassica rapa var. septiceps; Brassica septiceps,white turnip; summer turnip; swede; neep,Brassica campestris ssp. rapifera; Brassica rapa (Rapa Group); Brassica rapa (Rapifera Group); Brassica rapa subsp. rapifera; Brassica rapa var. septiceps; Brassica septiceps; turnip; Brassica rapa subsp. rapa Metzg.; Brassica rapa subsp. rapifera Metzg.; Brassica rapa rapa; Brassica rapa ssp. raifera; Brassica rapa ssp. rapa; Brassica rapa ssp. rapifera; Brassica rapa subsp. raifera,
787704,,scytosiphon_lomentaria,Asperococcus castagneus; Chlorosiphon shuttleworthianus; Chorda autumnalis; Chorda lomentaria; Chorda lomentaria Lyngbye; Chorda lomentaria autumnalis; Chordaria attenuata; Fucus lomentarius; Microspongium gelatinosum; Scytosiphon filum lomentaria; Scytosiphon lomentaria castagneus; Scytosiphon lomentaria fistulosus; Scytosiphon lomentaria zostericola; Scytosiphon pygmaeus; Scytosiphon simplicissimus; Ulva simplicissima,,"Chorda lomentaria; Chorda lomentaria Lyngbye; Fucus lomentarius; Microspongium gelatinosum; Chorda lomentaria Lyngbye, 1819; Microspongium gelatinosum Reinke 1888; Scytosiphon lomentaria (Lyngbye) Link, 1833",
787705,,porphyra_tenera,Phyllona tenera; Porphyra tenera,Neopyropia tenera,"Neopyropia tenera; Porphyra tenera; asakusa nori; Porphyra tenera Kjellm. 1897; Pyropia tenera (Kjellm.) N. Kikuchi, M. Miyata, M. S. Hwang et H. G. Choi; Pyropia tenera (Kjellman) Yang & Brodie, 2020",
787719,cat,felis_catus,Felis catus domestica; Felis domesticus; Felis lybica domestica; Felis silvestris catus; Korat cats,cat; domestic cat; housecat; puss; cats,"Felis domesticus; Felis silvestris catus; domestic cat; cat; cats; Felis catus Linnaeus, 1758; Korat cats L.",
787761,,aristolochia_chinensis,,,,
787777,,cupressus_bakeri,Callitropsis bakeri; Cupressus bakeri; Cupressus bakeri matthewsii; Cupressus bakeri typica; Cupressus macnabiana bakeri; Neocupressus bakeri,Baker's cypress,"Callitropsis bakeri; Cupressus bakeri; Callitropsis bakeri (Jeps.) D.P.Little; Cupressus bakeri Jeps., 1909; Hesperocyparis bakeri (Jeps.) Bartel, 2009",
787789,,chrysanthemum_vulgare,Chrysanthemum boreale; Chrysanthemum uliginosum; Chrysanthemum vulgare; Chrysanthemum vulgare boreale; Tanacetum boreale; Tanacetum vulgare boreale; Tanacetum vulgare var. boreale; Tanacetum vulgare vulgare,,"Chrysanthemum leucanthemum; Chrysanthemum vulgare; Leucanthemum vulagre; Chrysanthemum leucanthemum L.; Chrysanthemum vulgare (Lam.) Gaterau; Leucanthemum vulgare Lam., 1779",
787790,,lycopodium_vulgare,Copodium oxynemum; Lycopodium clavatum clavatum; Lycopodium vulgare,,,
787817,murray_red_gum,eucalyptus_camaldulensis,Eucalyptus acuminata; Eucalyptus canalouensis; Eucalyptus subulata,River Red Gum; Murray red gum,"Murray red gum; Eucalyptus camaldulensis Dehnh., 1832",
787859,common_milkwort,polygala_vulgaris,Polygala dubia; Polygala rosea; Polygala vulgare; Polygala vulgaris dubia; Polygala vulgaris vestita,Common Milkwort,"common milkwort; Polygala vulgaris L., 1753",
787861,,castela_marcophylla,,,,
788575,,vibrio_fischeri,"""Bacterium phosphorescens indigenus"" (Eisenberg 1891) Chester 1897; Achromobacter fischeri; Bacillus fischeri; Bacillus phosphorescens indigenus; Einheimischer Leuchtbacillus; Einheimischer leuchtbacillus; Microspira fischeri; Microspira marina; Photobacterium fischeri; Spirillum marinum; Vibrio fischeri; Vibrio noctiluca",,"""Bacterium phosphorescens indigenus"" (Eisenberg 1891) Chester 1897; Achromobacter fischeri; Bacillus fischeri; Bacillus phosphorescens indigenus; Einheimischer leuchtbacillus; Microspira fischeri; Microspira marina; Photobacterium fischeri; Vibrio fischeri; Vibrio noctiluca; ""Achromobacter fischeri"" (Beijerinck 1889) Bergey et al. 1930; ""Bacillus fischeri"" (Beijerinck 1889) Trevisan 1889; ""Bacillus phosphorescens indigenus"" Eisenberg 1891; ""Einheimischer leuchtbacillus"" Fischer 1888; ""Microspira fischeri"" (Beijerinck 1889) Chester 1901; ""Microspira marina"" (Russell 1892) Migula 1900; ""Photobacterium fischeri"" Beijerinck 1889; ""Vibrio noctiluca"" Weisglass and Skreb 1963; Aliivibrio fischeri (Beijerinck 1889) Urbanczyk et al. 2007; Photobacterium fischeri (Beijerinck 1889) Reichelt and Baumann 1973 (Approved Lists 1980); Vibrio fischeri (Beijerinck 1889) Lehmann and Neumann 1896 (Approved Lists 1980); ATCC 7744; ATCC:7744; BCCM/LMG:4414; BCRC 12900; BCRC:12900; CAIM 329; CAIM<MEX>:329; CCUG 13450; CCUG:13450; CIP 103206; CIP:103206; DSM 507; DSM:507; JCM 11803; JCM 18803; JCM-18803; JCM18803; JCM:11803; JCM:18803; LMG 4414; LMG:4414; NCCB 76033; NCCB 80039; NCCB:76033; NCCB:80039; NCIMB 1281; NCIMB:1281; NCMB 1281; NRRL B-761; NRRL:B-761; culture-collection:CAIM:329; culture-collection:NRRL:B:761",
788578,,nitrosomonas_europeae,,,,
788622,,achillea_nabelikii,,,,
789406,,penicillium_toxicarium,,,"Penicillium toxicarium I. Miyake ex C. Ramírez, 1982; Penicillium toxicarium I. Miyake, 1947; NBRC 4692; NBRC H-13315; NBRC-4692; NBRC4692; NBRC:4692",
789410,,penicillium_ochrosalmoneum,Eupenicillium ochrosalmoneum,,"Eupenicillium ochrosalmoneum; Penicillium ochrosalmoneum Udagawa, 1959; ATCC 18482; ATCC:18482; BCCM/IHEM:4513; CBS 231.60; CBS:231.60; IFO 6436; IFO:6436; IHEM 4513; IHEM:4513; IMI 078258; IMI:078258; LCP 59.1592; LCP:59.1592; NHL 6048; NHL:6048; NRRL 196; NRRL 3322; NRRL:196; NRRL:3322; QM 7886; QM:7886",
789424,,fusarium_anguioides,Fusarium anguioides anguioides; Fusarium anguioides caudatum; Fusarium anguioides var. anguioides; Fusarium anguioides var. caudatum; Fusarium avenaceum anguioides; Fusarium avenaceum var. anguioides,Fusarium anguioides var. caudatum,"Fusarium anguioides Sherb., 1915; ATCC 66485; ATCC:66485; MRC 7143; MRC:7143; MRC<ZAF>:7143; NRRL 25385; NRRL:25385; Fusarium anguoides",
789425,,actinia_fragacea,Actinia equina fragacea,,"Actinia fragacea Tugwell, 1856",
789427,,actinia_equina,Actinea chiococca; Actinea margaritifera; Actinea mesembryanthemum; Actinia cerasum; Actinia chiococca; Actinia corallina; Actinia equina chiococca; Actinia equina mesembryanthemum; Actinia equine; Actinia equini; Actinia hemisphaerica; Actinia hemispherica; Actinia margaritifera; Actinia mesembryanthemum; Actinia purpurea; Priapus equinus; Priapus ruber,,"Priapus equinus; Actinia equina (Linnaeus, 1758); Priapus equinus Linnaeus, 1758",
790048,,heuchera,,heucheras,"Heuchera L., 1753",
790055,,maprounea_africana,Maprounea gracilis; Maprounea obtusa; Maprounea vaccinioides,,"Maprounea africana Müll.Arg., 1866",
790597,,stephania_longa,Stephania hispidula; Stephania japonica hispidula,,"Stephania longa Lour., 1790",
790600,cow_parsnips,heracleum_lanatum_var._nipponicum,,,cow parsnips; Heracleum L.,
790695,,zanthoxylum_clava-herculis,Zanthoxylum macrophyllum,Hercules' club,"Zanthoxylum clava-herculis L., 1753",
790701,,emblica_officinalis,Cicca emblica; Diasperus emblica; Dichelactina nodicaulis; Emblica arborea; Emblica officinalis; Mirobalanus embilica; Phyllanthus glomeratus; Phyllanthus mairei; Phyllanthus mimosifolius; Phyllanthus taxifolius,amla; emblic myrobalan; Indian gooseberry; emblic,"Phyllanthus emblica; Phyllanthus officinalis; emblic; Indian-gooseberry; amla; Emblica officinalis Gaertn., 1790; Phyllanthus emblica L., 1753; Phyllanthus officinalis Gaertn., 1790",
790787,,nepenthes_gracilis,Nepenthes neglecta,,"Nepenthes gracilis Korth., 1840; Nepenthes gracillis",
790790,,hammada_leptoclada,,Arthrophytum leptocladum,,
790792,,psychotria_viridis,Palicourea viridis; Psychotria glomerata; Psychotria microdesmia; Psychotria trispicata; Uragoga glomerata; Uragoga microdesmia; Uragoga trispicata; Uragoga viridis,chacruna; chacrona,"Psychotria viridis Ruiz & Pav., 1799",
790793,,psychotria_carthaginensis,,,,
790796,,myristicaceae,,Nutmeg family,"nutmeg family; Myristicaceae R.Br., 1810",
790797,,testulea_gabonensis,,,"Testulea gabonensis Pellegr., 1924",
790798,,gymnacranthera_paniculata,,,"Myristica paniculata; Gymnacranthera paniculata (A.DC.) Warb., 1897; Myristica paniculata A.DC., 1855",
790799,,virola_theiodora,Myristica rufula; Myristica theiodora; Palala theiodora; Virola rufula,,,
790803,,banisteriopsis_rusbyana,Banisteria bopiana; Banisteria longialata; Banisteria rusbyana; Banisteriopsis longialata; Banisteriopsis rusbyana; Heteropterys bopiana,,,
790805,,anadenanthera_peregrina,Acacia angustiloba; Acacia microphylla; Acacia niopo; Acacia peregrina; Anadenanthera falcata; Anadenanthera peregrina peregrina; Inga niopo; Mimosa acacioides; Mimosa niopo; Mimosa parvifolia; Mimosa peregrina; Niopa peregrina; Piptadenia falcata; Piptadenia niopo; Piptadenia peregrina,Yopo,"Mimosa peregrina; Anadenanthera peregrina (L.) Speg., 1923; Mimosa peregrina L., 1753",
790806,,acacia_simplicifolia,Acacia laurifolia; Acacia simplicifolia; Mimosa simplicifolia,,,
790807,,virola_sebifera,Myristica cordifolia; Myristica mocoa; Myristica panamensis; Myristica sebifera; Myristica sebifera cordifolia; Myristica virola; Palala mocoa; Palala panamensis; Palala sebifera; Virola boliviensis; Virola mocoa; Virola mycetis; Virola panamensis; Virola peruviana tomentosa; Virola sebifera curvinervia; Virola venezuelensis; Virola warburgii,,"red ucuuba; virola nut; Virola sebifera Aubl., 1775",
790831,carpenter_ants,camponotus,Shanwangella,carpenter ants,carpenter ants,
790842,,aristolochia_taliscana,Aristolochia galeottii; Aristolochia pardina,,"Aristolochia taliscana Hook. & Arn., 1838",
790843,,austrobaileya_scandens,Austrobaileya maculata,Austrobaileya,"Austrobaileya scandens C.T.White, 1933",
790846,,aristolochia_chilensis,Howardia setigera,,"Aristolochia chilensis Bridges ex Lindl., 1834",
791114,,salvia_nilotica,Horminum niloticum; Salvia abyssinica; Salvia applanata; Salvia hochstetteri; Salvia intermedia; Salvia macrorrhiza; Salvia parviflora; Salvia pungens; Salvia pungens publ; Salvia spinosa,,"Salvia nilotica Juss. ex Jacq., 1777",
791132,china-root,smilax_china,,,"China-root; Smilax china L., 1753; Smilax chinensis",
791147,mezereon,daphne_mezereum,Daphne albiflora; Daphne florida; Daphne houtteana; Daphne houtteana atropurpurea; Daphne lateriflora; Daphne liottardi; Daphne mezereum atropurpurea; Daphne mezereum grandiflora; Daphne mezereum rechingeri; Daphne rechingeri; Laureola foemina; Mezereum officinarum; Thymelaea mezereum; Thymelaea precox,Mezereon,"mezereon; Daphne mezereum L., 1753",
791168,,schizonepeta_tenuifolia,Elsholtzia integrifolia; Glechoma japonica; Glechoma tenuifolia; Nepeta japonica; Nepeta tenuifolia; Nepeta vaniotiana; Schizonepeta tenuifolia japonica,,"Nepeta tenuifolia; Nepeta tenuifolia Benth., 1834; Schizonepeta tenuifolia (Benth.) Briq., 1896",
791186,,sphenomeris_chusana,,,,
791193,beef_beetle,,,,,
791442,,acacia_georginae,Racosperma georginae,,"Acacia georginae F.M.Bailey, 1896",
791465,,gerbera_lanuginosa,,,,
791485,canadian_red_pine,pinus_resinosa,Pinus rubra,red pine; Norway pine,"red pine; Canadian red pine; Norway pine; Pinus resinosa Aiton, 1789",
791487,,brasenia_schreberi,Brasenia hydropeltis; Brasenia peltata; Brasenia purpurea; Cabomba peltata; Hydropeltis purpurea,Hydropeltis,"Brasenia schreberi J.F.Gmel., 1791; Brasenia schleberi",
792765,,ozothamnus_rosmarinifolius,Chrysocoma rosmarinifolia; Eupatorium rosmannifolium; Eupatorium rosmarinifolium; Gnaphalium rosmarinifolium; Helichrysum rosmarinifolium; Helichrysum rosmarinifolium erubescens; Helichrysum rosmarinifolium purpurascens; Helichrysum rosmarinifolium rosmarinifolium; Helichrysum rosmarinifolium stenophyllum; Metalasia rosmarinifolia; Petalolepis rosmarinifolia; Podolepis rosmarinifolia,,"Eupatorium rosmarinifolium; Eupatorium rosmarinifolium Labill., 1806; Ozothamnus rosmarinifolius (Lab.) Sweet, 1826",
792830,,salsola_tetrandra,Caroxylon tetragonum; Halogeton tetragonus; Halogeton tetrandrus; Muratina zolotarevskyana; Salsola diplantha; Salsola pachoi; Salsola pentandra; Salsola pentandra adisca; Salsola tetragona; Salsola tetragona tetrandra; Salsola tetrandra; Salsola tetrandra occidentalis,Caroxylon tetrandrum,"Salsola tetrandra; Caroxylon tetrandrum (Forssk.) Akhani & Roalson, 2007; Salsola tetrandra Forssk., 1775",
